,Tweet_stemm
8267,"['naughti', 'furi', 'land', 'massiv', 'punch', 'bell', 'furywach', 'joshuapulev']"
8268,"['citi', 'watch', 'macaulay', 'mcgowan', 'citi', 'score', 'fight', 'kieron', 'conway', 'anthoni', 'joshua', 'underca']"
8269,"['hardest', 'laugh', 'final', 'score', 'sport']"
8270,"['need', 'bronco', 'sport']"
8271,"['three', 'limit', 'kilkenni', 'suffer', 'miseri', 'lose', 'last', 'three', 'final']"
8272,"['cant', 'believ', 'evech']"
8273,"['next', 'hour']"
8274,"['uniqu', 'one', 'play', 'spur']"
8275,"['arsen', 'effort', 'step', 'forward', 'step', 'back']"
8276,"['run', 'beyond', 'final']"
8277,"['gunnar', 'solskjaer', 'manchest', 'citi', 'draw', 'best', 'derbi', 'perform', 'tenur']"
8278,"['naughti', 'furi', 'land', 'massiv', 'punch', 'bell', 'furywach', 'joshuapulev']"
8279,"['twin', 'dive', 'olymp']"
8280,"['blog', 'anthoni', 'joshua', 'kubrat', 'pulev', 'tonight', 'hughi', 'furi', 'current', 'slug', 'mariusz', 'wach', 'whose', 'hea']"
8281,"['differ', 'maker', 'return', 'boost', 'klopp']"
8282,"['get', 'right', 'final', 'take', 'first', 'pole', 'season']"
8283,"['zumba', 'fit', 'fund', 'tampin']"
8284,"['shibuno', 'set', 'chanc', 'major']"
8285,"['player', 'movement', 'stuff', 'activ', 'make', 'game', 'sport', 'wors', 'enjoy']"
8286,"['spread', 'festiv', 'cheer']"
8287,"['rate', 'citi', 'player', 'hcafc']"
8288,"['arteta', 'hope', 'gunner', 'regain', 'shoot', 'form']"
8289,"['sport', 'world', 'leed', 'sunk', 'west', 'header']"
8290,"['ghazi', 'penalti', 'give', 'villa', 'sixth']"
8291,"['shanti', 'smile', 'swift']"
8292,"['iqbal', 'get', 'ileagu', 'move']"
8293,"['athlet', 'wait', 'vaccin']"
8294,"['women', 'chess', 'need', 'right', 'move']"
8295,"['weekli', 'tweetbit']"
8296,"['japanes', 'practition', 'traditionalist', 'tend', 'look', 'blue', 'fact', 'judo', 'consid', 'pure', 'sport']"
8297,"['rememb', 'cancel', 'free', 'subscript', 'olymp', 'sport']"
8298,"['nutrit', 'supplement', 'competitor', 'criterion', 'particularli', 'interest', 'athlet']"
8299,"['sport', 'sport', 'ball', 'sport', 'wooo', 'gooo', 'team', 'idea', 'giant']"
8300,"['abl', 'sport', 'like', 'genuin', 'mind']"
8301,"['disconnect', 'colleg', 'footbal', 'colleg', 'footbal', 'writer', 'like', 'never', 'wider', 'peopl', 'like']"
8302,"['sport', 'get', 'wrong', 'offsid', 'half', 'becom', 'activ', 'retreat', 'offsid', 'posit']"
8303,"['find', 'link', 'websit', 'last', 'articl', 'come', 'search']"
8304,"['wasim', 'jaffer', 'troll', 'brad', 'hogg', 'former', 'australian', 'spinner', 'criticis', 'team', 'india', 'topord']"
8305,"['happi', 'schumach', 'time', 'champion', 'good', 'spo']"
8306,"['hate', 'leav', 'dont', 'think', 'could', 'made', 'better']"
8307,"['talk', 'derbi', 'your', 'bring', 'game', 'lower']"
8308,"['rugbi', 'leagu', 'made', 'mistak', 'would', 'still', 'struggl', 'much', 'world', 'stage']"
8309,"['thank', 'kind', 'word', 'support', 'great', 'sunday', 'juergen', 'mayer', 'germani']"
8310,"['first', 'go', 'basketbal', 'sport', 'romanc', 'student', 'school', 'show']"
8311,"['mental', 'actual', 'inspir', 'read', 'struggl', 'women', 'sport', 'earli', 'part']"
8312,"['good', 'know', 'sport', 'comment', 'uptod', 'rule', 'freekick', 'offsid', 'taken']"
8313,"['mendi', 'deni', 'richarlison', 'evech']"
8314,"['didnt', 'trade', 'betfair', 'imagin', 'that', 'last']"
8315,"['ferguson', 'stoppag', 'oliveira', 'anticip', 'fight', 'think', 'sinc', 'start']"
8316,"['concern', 'women', 'concern', 'mal']"
8317,"['right', 'record', 'stori', 'messi']"
8318,"['isaac', 'hayden', 'three', 'nufc', 'player', 'covid', 'play', 'today', 'steve', 'bruce', 'paid', 'tribut']"
8319,"['sport', 'staff', 'night', 'fuck', 'tragic']"
8320,"['shambl', 'profession', 'sport', 'finest']"
8321,"['littl', 'rugbi', 'recent', 'better', 'illustr', 'differ', 'close', 'coach', 'mindset', 'open', 'one']"
8322,"['matt', 'taylor', 'hail', 'complet', 'perform', 'exet', 'citi', 'thrash', 'tranmer', 'rover', 'ecfc']"
8323,"['madrid', 'derbi', 'catch', 'action', 'live']"
8324,"['math', 'sport']"
8325,"['muddi', 'leg', 'happi', 'face', 'slippi', 'squelchi', 'sploshi', 'trail', 'tree', 'hill', 'back', 'last', 'saturday']"
8326,"['catch', 'action']"
8327,"['sport', 'need', 'second', 'shot', 'clock', 'defens', 'three', 'second', 'wider', 'lane', 'basic', 'chang', 'made']"
8328,"['reebok', 'sport', 'short', 'size', 'blue', 'ventil']"
8329,"['interest', 'nutrit', 'netbal', 'help', 'establish', 'sport', 'nutrit', 'guidelin', 'across', 'femal', 'pathway', 'fulli']"
8330,"['kane', 'lucki', 'havent', 'taken', 'action', 'hope', 'soon', 'reckless']"
8331,"['current', 'govt', 'enquiri', 'take', 'place', 'ethic', 'econom', 'music', 'stream', 'pleas', 'sign', 'petitio']"
8332,"['evech', 'back', 'underway', 'follow', 'half', 'live']"
8333,"['inspir', 'return', 'wasp', 'rugbi', 'player', 'rate', 'dragon']"
8334,"['full', 'shit', 'sport', 'loserinchief']"
8335,"['klopp', 'play']"
8336,"['yeah', 'fine', 'realli', 'wasnt', 'deal', 'back', 'practic']"
8337,"['adrenalin', 'speed', 'fear', 'nerv', 'feel', 'skeleton', 'spain', 'pioneer', 'plan']"
8338,"['arent', 'first', 'person', 'scene', 'cyberpunk', 'game']"
8339,"['halftim', 'everton', 'chelsea', 'evech']"
8340,"['tennesse', 'vanderbilt', 'ncaa', 'footbal', 'today', 'click', 'link', 'watch', 'live']"
8341,"['what', 'citi', 'score', 'macaulay', 'mcgowan', 'bizarr', 'ask', 'trainer', 'score', 'updat', 'manchest', 'der']"
8342,"['fuck', 'mazepin', 'realli', 'dont', 'need', 'like', 'stain', 'sport', 'keep', 'away', 'possibl', 'honestli']"
8343,"['marvin', 'good', 'sport', 'actual', 'laugh']"
8344,"['moreov', 'pick', 'reward', 'incompet', 'brown', 'jet', 'lion', 'prove']"
8345,"['congratul', 'tulli', 'well', 'deserv']"
8346,"['sport', 'travel', 'flight', 'spot', 'feet']"
8347,"['feel', 'like', 'differ', 'gener', 'play', 'paolo', 'maldini', 'play', 'daniel']"
8348,"['back', 'henri', 'scarlett', 'nice', 'hear']"
8349,"['rate', 'leicestertig', 'player']"
8350,"['kean', 'gari', 'nevil', 'slam', 'manchest', 'unit', 'citi', 'bore', 'stalem', 'mcfc']"
8351,"['klopp', 'play']"
8352,"['steve', 'bruce', 'say', 'isaac', 'hayden', 'knock', 'hell', 'coronaviru', 'nufc']"
8353,"['appar', 'horribl', 'decis', 'seem', 'strang', 'see', 'judg', 'favour', 'clearli']"
8354,"['evech', 'back', 'underway', 'follow', 'half', 'live']"
8355,"['best', 'repres', 'sport', 'univers']"
8356,"['inde', 'baron', 'coubertin', 'notion', 'olymp', 'sport', 'would']"
8357,"['spot', 'also', 'pretti', 'sure', 'zero', 'interest', 'sport']"
8358,"['person', 'would', 'piss', 'team', 'root', 'skip', 'game']"
8359,"['sinc', 'hobbi', 'famili', 'spoke', 'decid', 'first', 'giveaway', 'short', 'anoth', 'chanc', 'time']"
8360,"['standard', 'gutter', 'want', 'sport', 'back']"
8361,"['cours', 'transwomen', 'women', 'whole', 'point', 'women']"
8362,['appl']
8363,"['comfi', 'seat', 'race', 'gravi', 'train', 'dont', 'want', 'upset', 'anyon']"
8364,"['women', 'yoga', 'pant', 'fitnessmotiv', 'fitnessday']"
8365,"['week', 'longterm', 'often', 'blurri', 'effect', 'head', 'knock', 'came', 'sharp', 'focu', 'shark']"
8366,"['said', 'special', 'treatment', 'celebr', 'statu', 'person', 'usu']"
8367,"['met', 'fan', 'upset', 'get', 'mccann', 'need', 'start', 'follow', 'differ', 'sport']"
8368,"['player', 'rate', 'evech']"
8369,"['want', 'nate', 'would', 'fine', 'field', 'better', 'shape']"
8370,"['duke', 'florida', 'ncaa', 'footbal', 'today', 'click', 'link', 'watch', 'live']"
8371,"['anthoni', 'joshua', 'kubrat', 'pulev', 'world', 'heavyweight', 'box', 'live']"
8372,"['know', 'your', 'swimmer', 'quirk', 'come', 'sport']"
8373,"['remain', 'team', 'mosaic', 'break', 'sell', 'break', 'tonight', 'time', 'deal']"
8374,"['true', 'grant', 'littl', 'latitud', 'athlet', 'admiss', 'concern']"
8375,"['favour', 'identitybas', 'discrimin', 'anyth', 'els', 'identitybas', 'separ']"
8376,"['start', 'washington']"
8377,"['congrat', 'scholar', 'aoif', 'doyl', 'current', 'past', 'student', 'alumni', 'trophi']"
8378,"['shit', 'neardumpst', 'swap', 'meet', 'area', 'today', 'vanish', 'minut', 'stool', 'foot', 'stool']"
8379,"['excel', 'play', 'easiest', 'group', 'go']"
8380,"['myle', 'gaskin', 'place', 'covid', 'list', 'news']"
8381,"['elijah', 'mcguir', 'rise', 'activ', 'roster', 'news']"
8382,"['lescott', 'laugh', 'soccer', 'appear', 'fall', 'miss', 'bicycl', 'kick']"
8383,"['watch', 'boxer', 'ask', 'manchest', 'unit', 'manchest', 'citi', 'score', 'midway', 'fight', 'anthoni', 'joshua', 'kubrat']"
8384,"['stop', 'worri', 'foot', 'print', 'back', 'beauti', 'nois']"
8385,"['kean', 'blast', 'manchest', 'unit', 'citi', 'lack', 'tenac', 'rival', 'share', 'tepid', 'stalem']"
8386,"['feel', 'like', 'star', 'netflixprim', 'cornucopia', 'ridicul', 'time', 'wast', 'dont', 'hide']"
8387,"['gaa', 'request', 'famili', 'member', 'attend', 'allireland', 'final', 'turn', 'presid', 'john', 'horan', 'confirm']"
8388,"['like', 'card', 'like', 'free', 'card', 'look', 'build', 'follow', 'retail', 'break', 'let', 'start', 'free']"
8389,"['drive', 'accra', 'extrem', 'sport']"
8390,"['see', 'side', 'jordan', 'pickford', 'tonight', 'evech']"
8391,"['mesh', 'chest', 'binder', 'short', 'corset', 'sport', 'tomboy', 'lesbian']"
8392,"['know', 'exactli', 'work', 'work', 'stadium', 'campu', 'year', 'becau']"
8393,"['ladi', 'ski', 'shiffrin', 'vlhova', 'countless', 'exampl', 'across', 'everi', 'sport', 'instead']"
8394,"['hear', 'phelgm', 'snot', 'comment', 'face', 'nice', 'sport', 'eughhh', 'evech']"
8395,"['everi', 'sport', 'play', 'score']"
8396,"['perfect', 'christma', 'gift', 'golfer', 'life', 'book', 'amateur', 'golf']"
8397,"['solskjaer', 'troop', 'settl', 'point', 'citi', 'show', 'side', 'alex', 'ferguson', 'glori', 'day']"
8398,"['clermont', 'seven', 'tri', 'prove', 'strong', 'bristol', 'minu', 'radradra']"
8399,"['even', 'hope', 'anoth', 'forev', 'grate', 'sport', 'question']"
8400,"['sport', 'cancel', 'entir', 'contest', 'singl', 'case']"
8401,"['floyd', 'mayweath', 'logan', 'paul', 'split', 'reveal', 'claim', 'money', 'paid', 'time', 'oppon']"
8402,"['around', 'hour', 'away', 'heavyweight', 'showdown', 'follow', 'action', 'joshuapulev']"
8403,"['even', 'care', 'whether', 'true', 'honest', 'sport']"
8404,"['rlli', 'believ', 'peopl', 'get', 'femal', 'play', 'sport']"
8405,"['essenc', 'worley', 'underw', 'gender', 'reassign', 'surgeri', 'attem']"
8406,"['kilkenni', 'back', 'senior', 'camogi', 'tonight', 'allireland', 'final', 'victori', 'galway']"
8407,"['interview', 'month', 'back', 'player', 'lgbt', 'footbal', 'club', 'homophobia', 'footbal']"
8408,"['fan', 'footbal', 'year', 'sheffield', 'unit', 'egan', 'didzi', 'sander', 'bash', 'cast', 'vote']"
8409,"['today', 'famili', 'would', 'like', 'know', 'read', 'everi', 'messag', 'post']"
8410,"['even', 'jet', 'score', 'point']"
8411,"['come', 'save', 'sport', 'gimm', 'year']"
8412,"['actual', 'wrong', 'buddi', 'qualifi', 'record', 'time', 'could']"
8413,"['dear', 'want', 'back', 'footbal', 'becom']"
8414,"['funni', 'thing', 'basketbal', 'still', 'scorelin', 'hype', 'sport', 'without', 'gaslight']"
8415,"['think', 'order', 'occur', 'bring', 'attent', 'power']"
8416,"['ask', 'piec', 'tran', 'woman', 'sport', 'issu', 'necessarili', 'short', 'high', 'level']"
8417,"['question', 'sport']"
8418,"['peopl', 'look', 'outsid', 'sport', 'could', 'forgiven', 'think', 'dark', 'age']"
8419,"['best', 'athlet', 'histori', 'sport', 'profession', 'wrestl']"
8420,"['weve', 'shiteload', 'fucker', 'remind', 'need', 'pick', 'golf', 'club', 'next', 'time', 'sport', 'store']"
8421,"['kevin', 'bruyn', 'admit', 'rival', 'bruno', 'fernand', 'wonder', 'player', 'make', 'footbal', 'look', 'fun']"
8422,"['gotta', 'bring', 'entertain', 'sport']"
8423,"['thing', 'sport', 'pain', 'right', 'vote', 'candid']"
8424,"['row', 'personalis', 'word', 'print', 'free', 'pampp', 'sport', 'etsi', 'queenof', 'uksopro']"
8425,[]
8426,"['tucson', 'columnist', 'greg', 'hansen', 'say', 'kevin', 'sumlin', 'embarrass', 'loss', 'arizona', 'school', 'worst', 'loss', 'sport']"
8427,"['dont', 'know', 'randal', 'ritland', 'cwin', 'sport', 'sport']"
8428,"['conor', 'hazard', 'celtic', 'start', 'spot', 'less', 'gambl', 'vasili', 'barka', 'blast', 'hoop', 'legend']"
8429,"['winter', 'men', 'super', 'thick', 'warm', 'highqual', 'wool', 'sock', 'pair', 'order', 'product']"
8430,"['quit', 'enough', 'week', 'still', 'immens', 'proud', 'compet', 'highest', 'stage']"
8431,"['trump', 'epstein', 'violent', 'rape', 'tie', 'took', 'turn', 'sport', 'victim', 'thre']"
8432,"['conor', 'hazard', 'celtic', 'start', 'spot', 'less', 'gambl', 'vasili', 'barka', 'blast', 'hoop', 'legend']"
8433,"['mikel', 'arteta', 'order', 'apologis', 'mesut', 'ozil', 'back', 'arsen', 'team']"
8434,"['sport', 'footbal']"
8435,"['issu', 'reason', 'tran', 'woman', 'allow', 'compet', 'biolog', 'women', 'unless']"
8436,"['houston', 'memphi', 'ncaa', 'footbal', 'today', 'click', 'link', 'watch', 'live']"
8437,"['bordeaux', 'winger', 'samuel', 'kalu', 'rule', 'injuri']"
8438,"['david', 'diamant', 'american', 'ring', 'announc', 'diamant', 'coin', 'voic', 'box', 'spo']"
8439,"['invest', 'token', 'earn', 'daili', 'month', 'yobit', 'investbox']"
8440,"['attitud', 'like', 'destroy', 'sport']"
8441,"['galway', 'dethron', 'kilkenni']"
8442,"['said', 'long', 'distanc', 'run', 'type', 'athlet', 'sport', 'event', 'awar']"
8443,"['imp', 'player', 'rate', 'defeat', 'sunderland']"
8444,"['congratul', 'especi', 'tenor', 'michael', 'alway', 'good', 'singer', 'play', 'sport', 'high', 'level']"
8445,"['read', 'ronni', 'osullivan', 'typic', 'ronni', 'true', 'sport', 'lost', 'edg', 'compet']"
8446,"['didnt', 'coach', 'catch', 'shit', 'ask', 'whether', 'play', 'dont', 'know', 'mike', 'white', 'right', 'wrong']"
8447,"['ladi', 'talk', 'talk', 'littl', 'like', 'beer', 'sport', 'ball']"
8448,"['imp', 'player', 'rate', 'defeat', 'sunderland']"
8449,"['gonna', 'sport', 'jacket', 'button', 'down', 'turtl', 'neck', 'cigar', 'whynot']"
8450,"['realli', 'tri', 'sport', 'bodi', 'went']"
8451,"['awesom', 'connect', 'chsca', 'coach', 'today', 'encourag', 'keep', 'press', 'seek', 'posit']"
8452,"['sport', 'magic', 'tool', 'realli', 'creat', 'famili']"
8453,"['card', 'tonight', 'differ', 'promot', 'best', 'young', 'talent', 'sport']"
8454,"['tweet', 'tell', 'show', 'much', 'polit', 'team', 'sport', 'peopl', 'person', 'teamyour', 'team']"
8455,"['confirm', 'peacock', 'gotten', 'back', 'bare', 'minimum', 'would', 'watch', 'spo']"
8456,"['penni', 'pitch', 'play', 'dice', 'shit', 'hood', 'sport']"
8457,"['mason', 'mount', 'evech']"
8458,"['spooort', 'rmaatm', 'realmadridatleti', 'sport', 'hand']"
8459,"['make', 'note', 'good', 'rowspoil', 'first', 'thing', 'get']"
8460,"['gunnar', 'solskjaer', 'explain', 'manchest', 'unit', 'produc', 'best', 'perform', 'citi', 'draw', 'mufc']"
8461,"['sorri', 'link', 'intend', 'send']"
8462,"['never', 'join', 'parti', 'blame', 'coach']"
8463,"['bayboyz', 'field', 'court', 'foundat', 'multisport', 'athlet', 'love', 'guy']"
8464,"['biggest', 'local', 'roundup', 'video', 'boss', 'barr']"
8465,"['realiz', 'none', 'actual', 'know', 'anyth', 'footbal', 'sport']"
8466,"['wisconsin', 'iowa', 'ncaa', 'footbal', 'today', 'click', 'link', 'watch', 'live']"
8467,"['damn', 'music', 'sport', 'legend', 'meanwhil', 'presid', 'minion', 'march', 'citi', 'pretend', 'viru', 'exist']"
8468,"['kevin', 'garnett', 'best', 'power', 'forward', 'ever', 'leagu', 'best', 'defens', 'player', 'fiercest']"
8469,"['pitch', 'fine', 'rugbi', 'leagu', 'summer', 'sport', 'like', 'play', 'freeflow', 'beauti']"
8470,"['henderson', 'yard', 'punt', 'yard', 'newcastl', 'wors']"
8471,"['man', 'get', 'mad']"
8472,"['back', 'underway', 'goodison', 'park']"
8473,"['easi', 'lazi', 'option', 'even', 'know', 'noth', 'easi']"
8474,"['booo', 'footbal', 'face', 'lifetim', 'championship', 'side', 'boo', 'player', 'took', 'knee', 'club']"
8475,"['youd', 'gold', 'medal', 'booli', 'orca', 'sport']"
8476,"['build', 'joshuapulev']"
8477,"['popular', 'reason', 'behind', 'claim', 'sport', 'fallen', 'like', 'there', 'less', 'individu', 'brillian']"
8478,"['loui', 'gaal', 'think', 'donni', 'beek', 'made', 'mistak', 'join', 'manchest', 'unit', 'hope', 'time', 'come']"
8479,"['shouldnt', 'like', 'comment', 'post', 'pick', 'post', 'statu']"
8480,"['mark', 'toread', 'sport', 'marriag', 'steven', 'ortiz']"
8481,"['join', 'match', 'websit', 'htt']"
8482,"['excel', 'like', 'gilbert', 'sullivan', 'best', 'appreci', 'particip', 'sport', 'spectat']"
8483,"['rate', 'chesterfield', 'player', 'hammer', 'barnet']"
8484,"['break', 'elit', 'breakdanc', 'make', 'olymp', 'debut', 'pari', 'offici']"
8485,"['justifi', 'transphobia', 'dont']"
8486,"['rugbi', 'team', 'sport', 'interest', 'individualnoncompetit', 'sport', 'type', 'person', 'nowaday']"
8487,"['dude', 'quit', 'could', 'honor', 'take', 'money', 'cover', 'sport', 'believ', 'risk', 'live', 'play']"
8488,"['ronald', 'koeman', 'plan', 'rotat', 'less', 'order', 'introduc', 'main', 'also', 'plan', 'flexibl']"
8489,"['skill', 'requir', 'test', 'cricket', 'skill', 'requir', 'life', 'patient', 'grit', 'determin', 'disciplin', 'app']"
8490,['happi']
8491,"['end', 'gender', 'sport', 'would', 'real', 'world', 'practic', 'effect', 'actual', 'mean', 'larg', 'end', 'abil']"
8492,"['north', 'carolina', 'miami', 'ncaa', 'footbal', 'today', 'click', 'link', 'watch', 'live']"
8493,"['team', 'readi', 'tell', 'bronco', 'sport', 'train', 'vehicl', 'today', 'roof', 'out']"
8494,"['mister', 'sport']"
8495,"['soto', 'still', 'avail']"
8496,"['back', 'underway', 'goodison', 'evech']"
8497,"['sport', 'train', 'woman', 'fight', 'untrain']"
8498,"['come', 'good', 'sport', 'good', 'caus', 'would', 'ever', 'favor', 'good', 'blitzo']"
8499,"['last', 'night', 'great', 'weather', 'honor', 'senior', 'player', 'mari', 'hazel', 'bellan', 'ralph', 'arrington', 'kevin', 'thank']"
8500,"['best', 'conor', 'seen', 'ever', 'almost', 'decad', 'conor', 'mcgregor', 'look', 'anoth', 'lev']"
8501,"['sale', 'porsch', 'macan', 'porsch', 'macan', 'mile', 'black', 'sport', 'util', 'turbocharg', 'spe']"
8502,"['glad', 'everyon', 'see', 'sport', 'actual', 'anymor']"
8503,"['sport', 'footbal', 'ncaaf', 'florida', 'state', 'type', 'game', 'point', 'spread', 'line']"
8504,"['sale', 'porsch', 'macan', 'turbo', 'porsch', 'macan', 'turbo', 'mile', 'rhodium', 'silver', 'metal', 'sport', 'util']"
8505,"['post', 'photo', 'tennisi', 'racket', 'sport', 'shop']"
8506,"['happen', 'unit', 'side', 'shock', 'saintsfc', 'leagu', 'back', 'sufc', 'twitterblad']"
8507,"['wander', 'follow', 'covid', 'protocol', 'isgrov', 'updat', 'gnahoua', 'evatt', 'admit', 'fring', 'player']"
8508,"['fantast', 'let', 'rest', 'sport', 'back', 'jack', 'celebr']"
8509,"['suffer', 'perform', 'loss', 'athlet', 'caught', 'iaafioc', 'polic']"
8510,"['sure', 'recognis', 'singl', 'issu', 'concern', 'tran', 'athelet', 'nuanc']"
8511,"['blue', 'player', 'year', 'cast', 'vote']"
8512,"['gotta', 'bring', 'entertain', 'sport']"
8513,['nice']
8514,"['yeah', 'ever', 'good', 'sport', 'presid']"
8515,"['although', 'spain', 'advanc', 'mani', 'way', 'problem', 'loom', 'civil', 'continu', 'haunt', 'present', 'chr']"
8516,"['lucki', 'thing', 'watch', 'past', 'imagin', 'didnt', 'everyth', 'shut']"
8517,"['still', 'buy', 'sword', 'tooey', 'realli', 'jokeey', 'use', 'classic']"
8518,"['correct', 'tipto', 'around']"
8519,"['ronald', 'koeman', 'think', 'essenti', 'strengthen', 'team', 'sign', 'januari', 'respect', 'club', 'financ']"
8520,"['proud', 'time', 'imagin', 'poor', 'prep']"
8521,"['earth', 'keep', 'figur', 'amaz', 'want', 'back', 'sport', 'media']"
8522,"['well', 'someon', 'tie', 'fetishis', 'sometim', 'cigar', 'cigar', 'sport']"
8523,"['happi', 'heavenli', 'birthday', 'reason', 'fell', 'love', 'sportth', 'bond', 'softbal']"
8524,"['noth', 'watch', 'news', 'sport']"
8525,"['confus', 'someon', 'want', 'play', 'birth', 'gender', 'sport', 'hav']"
8526,"['iswa', 'biggest', 'doylem', 'talk', 'sport', 'today', 'pictur', 'today']"
8527,"['dislik', 'husband', 'hunt', 'femal', 'sidelin', 'male', 'sport', 'field', 'armi', 'navi', 'game']"
8528,"['mani', 'happi', 'return', 'former', 'liverpool', 'defend', 'celebr', 'birthday', 'today']"
8529,"['town', 'boss', 'target', 'anoth', 'game', 'charg', 'hatter', 'reach', 'doubl', 'centuri', 'afterno']"
8530,"['hughi', 'furi', 'time', 'furywach', 'joshuapulev']"
8531,"['believ', 'there', 'shortag', 'sport', 'journal', 'job', 'read', 'newspap', 'unit', 'state', 'abl']"
8532,['love']
8533,"['gunnar', 'solskjaer', 'explain', 'manchest', 'unit', 'produc', 'best', 'perform', 'citi', 'draw', 'mufc']"
8534,"['heard', 'break', 'danc', 'olymp', 'sport']"
8535,"['gari', 'nevil', 'three', 'reason', 'chelsea', 'like', 'premier', 'leagu', 'titl', 'bitter', 'rival', 'tottenham']"
8536,"['fuck', 'sport', 'asse', 'mcmanaman', 'chat', 'wham', 'game']"
8537,"['segreg', 'children', 'sport', 'adult', 'sport', 'women', 'sport', 'male']"
8538,"['kilkenni', 'three', 'straight', 'final', 'defeat', 'behind', 'beat', 'galway', 'allireland', 'senior', 'camogi', 'final', 'eveni']"
8539,"['worri', 'assess', 'osayisamuel', 'injuri', 'west', 'london', 'sport']"
8540,"['agre', 'hug', 'kiss', 'oppon', 'smile', 'pitch', 'know', 'sport', 'entertain', 'industri']"
8541,"['nicki', 'summerbe', 'bein', 'sport', 'twat', 'hand', 'movement', 'make', 'point']"
8542,"['battl', 'quit', 'possibl', 'race', 'year', 'zero', 'promot', 'gener', 'level', 'excit']"
8543,"['much', 'sport', 'pointless']"
8544,"['peopl', 'allow', 'opinion', 'much', 'like', 'profession', 'footbal', 'sport']"
8545,"['polit', 'ident', 'devolv', 'team', 'sport', 'must', 'team', 'democrat', 'team', 'republican', 'littl']"
8546,"['thank', 'love', 'friend', 'jacki', 'make', 'shop', 'tennisi', 'racket', 'sport', 'shop']"
8547,"['footbal', 'saudi', 'arabia', 'pull', 'host', 'spanish', 'super', 'accord', 'report']"
8548,"['break', 'fair', 'catch', 'kickoff', 'day', 'like', 'thing', 'wonder', 'becom', 'soft', 'sport']"
8549,"['excit', 'team', 'play', 'play', 'like', 'intens', 'beat', 'anyon']"
8550,"['america', 'regatta', 'director', 'iain', 'murray', 'want']"
8551,"['knew', 'goal', 'come', 'hope', 'silenc', 'critic', 'score', 'goal', 'throughout', 'career', 'know']"
8552,"['david', 'issu', 'manchest', 'unit', 'titl', 'challeng', 'verdict', 'mufc']"
8553,"['want', 'like', 'much', 'possibl', 'fan', 'miss', 'great', 'perform']"
8554,"['footbal', 'team', 'sport', 'particularli', 'vulner', 'especi', 'add']"
8555,"['back', 'underway', 'liberti', 'stadium']"
8556,"['kinda', 'kinda', 'sport']"
8557,"['sure', 'agre', 'dynasti', 'last', 'longer']"
8558,"['possibl', 'talk', 'generalis']"
8559,"['blitzo', 'eye', 'pretti', 'much', 'sparkl', 'put', 'camera', 'hand', 'princess', 'block', 'chee']"
8560,"['love', 'godforsaken', 'sport']"
8561,"['take', 'sport', 'back', 'year', 'lmao']"
8562,"['anthoni', 'joshua', 'kubrat', 'pulev', 'warn', 'world', 'titl', 'fight']"
8563,"['kean', 'slam', 'citi', 'player', 'postmatch', 'behaviour', 'draw']"
8564,"['everton', 'chelsea', 'live', 'latest', 'score', 'goal', 'updat', 'team', 'news', 'premier', 'leagu', 'match', 'today']"
8565,"['lewi', 'brought', 'polot', 'car', 'zero', 'carbon', 'alot']"
8566,"['take', 'strong', 'find', 'courag', 'remov', 'sport', 'love', 'know']"
8567,"['reaction', 'ryan', 'low', 'demand', 'argyl', 'player', 'back', 'basic', 'quickli', 'halt', 'worri', 'slide']"
8568,"['free', 'anthoni', 'joshua', 'world', 'titl', 'fight', 'kubrat', 'pulev', 'like', 'advertis', 'across', 'social', 'media']"
8569,"['manchest', 'citi', 'best', 'saturday', 'draw', 'away', 'manchest', 'unit', 'gari', 'nevil', 'accus']"
8570,"['manag', 'reaction', 'capitul']"
8571,"['joshua', 'belt', 'line', 'wembleydonald', 'mcrae', 'week', 'bubbl', 'joshua', 'pulevand']"
8572,"['kilkenni', 'three', 'straight', 'final', 'defeat', 'behind', 'beat', 'galway', 'allireland', 'senior', 'camogi', 'final']"
8573,"['even', 'excel', 'euro', 'campaign']"
8574,"['late', 'great', 'celebr', 'agent', 'john', 'fordham', 'busi', 'deal', 'long', 'lunch', 'reveal']"
8575,"['thank', 'tulsi', 'think', 'women', 'sport', 'open', 'biolog', 'male', 'despit', 'ava']"
8576,"['could', 'even', 'sport', 'blackpurpl', 'variat', 'current', 'gear', 'number', 'sooo', 'obviou', 'natur', 'stuff', 'write']"
8577,"['rugbi', 'well', 'done', 'brodi', 'mike', 'select', 'region', 'academi', 'good', 'fp']"
8578,"['amo', 'william', 'wallac', 'chapter', 'ad', 'meet', 'sherwin', 'year', 'suffer', 'asthma', 'strug']"
8579,"['anthoni', 'joshua', 'hous', 'joshuapulev']"
8580,"['matt', 'ritchi', 'back', 'newcastl', 'unit', 'miss']"
8581,"['love', 'outfit', 'women', 'vital', 'yoga', 'cloth', 'fit', 'leggingscrop', 'shirt', 'sport', 'suit', 'women', 'long', 'sleev', 'track']"
8582,"['week', 'longterm', 'often', 'blurri', 'effect', 'head', 'knock', 'came', 'sharp', 'focu', 'shark']"
8583,"['reaction', 'ryan', 'low', 'demand', 'argyl', 'player', 'back', 'basic', 'quickli', 'halt', 'worri', 'slide']"
8584,"['footbal', 'player', 'hug', 'furi', 'enter', 'ring', 'chocol', 'what', 'happen', 'competit', 'sport', 'joshuapulev']"
