,Tweet_stemm
8585,"['soft', 'materi', 'subtl', 'flatter', 'design', 'sport', 'tank', 'run', 'well', 'yoga', 'class']"
8586,['love']
8587,"['manchest', 'unit', 'manag', 'gunnar', 'solskjaer', 'prais', 'best', 'perform', 'citi']"
8588,"['bordeaux', 'winger', 'samuel', 'kalu', 'rule', 'injuri']"
8589,"['osprey', 'castr', 'back', 'liberti', 'stadium', 'osprey', 'build', 'superb', 'firsthalf', 'listen']"
8590,"['back', 'underway', 'liberti', 'stadium']"
8591,"['love', 'recognit', 'track', 'personnel', 'bring', 'sport']"
8592,"['sport', 'pickford', 'receiv', 'enough', 'credit', 'recent', 'perform', 'recent', 'perform']"
8593,"['nigerian', 'rap', 'waterford', 'hurl', 'team', 'boom', 'crazi', 'mount', 'sion']"
8594,"['osprey', 'castr', 'back', 'liberti', 'stadium', 'osprey', 'build', 'superb', 'firsthalf', 'listen']"
8595,"['notsosecret', 'weapon']"
8596,"['nigga', 'know', 'sport', 'lock', 'tomorrow', 'even', 'care', 'sport']"
8597,"['worri', 'worri', 'satisfi', 'wisdom', 'beyond', 'sport']"
8598,"['peopl', 'like', 'ruin', 'sport']"
8599,"['sport', 'slow', 'snort', 'laughter', 'equestrian', 'your', 'watch', 'wrong', 'damn', 'sport', 'dude']"
8600,"['nigerian', 'rap', 'waterford', 'hurl', 'team', 'boom', 'crazi', 'mount', 'sio']"
8601,"['sorri', 'never', 'understand', 'peopl', 'hunt', 'kill', 'sport', 'like', 'mental', 'disord']"
8602,"['freedom', 'speech', 'articl', 'human', 'right', 'gone']"
8603,"['pick', 'shortli', 'work', 'go', 'proceed', 'xma', 'term', 'track', 'bet']"
8604,"['swear', 'telegraph', 'hack', 'telegraph', 'sport', 'tweet', 'messi', 'dead', 'delet']"
8605,"['great', 'final', 'support', 'sportsman', 'refus', 'take', 'knee', 'racist', 'right']"
8606,"['disappear', 'store', 'within', 'second', 'olymp', 'sport', 'would', 'gold']"
8607,"['everi', 'word', 'gut', 'harri', 'ccfc']"
8608,"['think', 'devonta', 'smith', 'best', 'player', 'colleg', 'footbal', 'either', 'homer', 'rival', 'school', 'need']"
8609,"['swear', 'telegraph', 'hack', 'telegraph', 'sport', 'tweet', 'messi', 'dead', 'delet']"
8610,"['tell', 'asda', 'sport', 'citi', 'manchest', 'stop', 'peopl', 'enter', 'store', 'without', 'mask', 'shambl']"
8611,"['sure', 'could', 'race', 'sport']"
8612,"['biggest', 'star', 'sport', 'peopl', 'make', 'money', 'name', 'joshua', 'made', 'career', 'tyson']"
8613,['wrong']
8614,"['would', 'love']"
8615,"['last', 'punt', 'thank', 'fidelma', 'cook', 'go', 'home', 'home', 'molier']"
8616,"['mayb', 'research', 'sport', 'club', 'sport', 'festiv', 'juli', 'know']"
8617,"['former', 'ireland', 'flanker', 'cross', 'fourth', 'five', 'leinster', 'tri', 'special', 'congratul']"
8618,"['pictur', 'mate']"
8619,"['guardiola', 'carlo', 'ancelotti', 'offer', 'citi', 'everton', 'advic', 'ahead', 'women', 'final', 'facup', 'footbal']"
8620,['sport']
8621,"['join', 'windi', 'struggl', 'avoid', 'followon', 'first', 'inning']"
8622,"['listen', 'ross', 'tucker', 'world', 'rugbi', 'done', 'research', 'know', 'talk']"
8623,"['ncaab', 'nccent', 'final']"
8624,"['put', 'lash', 'whole', 'sport', 'still', 'tri', 'basic']"
8625,"['wolverhampton', 'wander', 'aston', 'villa', 'nuno', 'frustrat', 'disappoint', 'wolv', 'defeat', 'wwfc', 'wolv']"
8626,"['movi', 'televis', 'women', 'often', 'hold', 'realiti', 'incred', 'physic', 'wom']"
8627,"['unit', 'boss', 'solskjaer', 'say', 'draw', 'best', 'derbi', 'reign']"
8628,"['comment', 'took', 'similar', 'view', 'dispiritingli', 'though', 'interest', 'learn']"
8629,"['busi', 'sport', 'go', 'shame', 'fan']"
8630,"['current', 'sport', 'ongo', 'manga', 'read', 'everi', 'popular', 'sport', 'manga', 'teamwork', 'sportsmanship', 'work']"
8631,"['saturday', 'sport']"
8632,"['letter', 'media', 'said', 'best', 'simpli', 'magic', 'purchas', 'freedom', 'ship', 'repair']"
8633,"['elabor', 'women', 'better', 'sport']"
8634,"['tell', 'asda', 'sport', 'citi', 'manchest', 'stop', 'peopl', 'enter', 'store']"
8635,"['love', 'dumbass', 'sport', 'much']"
8636,"['utd', 'glori', 'day', 'look', 'away', 'ever', 'dismal', 'derbi', 'draw', 'citi']"
8637,"['tryout', 'gymnast', 'boysgirl', 'hockey', 'boysgirl', 'swim', 'dive', 'begin', 'boysgirl', 'bball', 'tryout', 'beg']"
8638,"['second', 'dunk', 'stood', 'instead', 'take', 'knee', 'support', 'movement', 'side', 'laun']"
8639,"['accept', 'intern', 'mercenari', 'never', 'play', 'sport']"
8640,"['chelsea', 'transfer', 'boost', 'bayern', 'munich', 'put', 'callum', 'hudsonodoi', 'pursuit', 'hold']"
8641,"['sport', 'think', 'suffer', 'without', 'fan']"
8642,"['warn', 'goe', 'tonight', 'go', 'sport']"
8643,"['gener', 'adapt', 'syndrom', 'applic', 'sport', 'trainingdr', 'natalia', 'verkhoshanski']"
8644,"['never', 'chase', 'like', 'dubstep', 'might', 'croc', 'sport', 'mode']"
8645,"['icymi', 'morn']"
8646,"['busi', 'mani', 'peopl', 'love', 'sport', 'million', 'dollar']"
8647,"['better', 'snap', 'quick', 'sport', 'sportsbiz', 'uksport']"
8648,"['turn', 'noth', 'chang', 'sinc', 'last', 'year', 'except', 'manni', 'worst', 'coach', 'sport']"
8649,"['heart', 'player', 'rate', 'queen', 'south', 'striker', 'shine', 'convinc', 'championship', 'hmfc']"
8650,"['collgu', 'better', 'support', 'dose', 'school', 'handl']"
8651,"['sport', 'shirt', 'next', 'game', 'friend', 'comment', 'chanc', 'free', 'shirt']"
8652,"['play', 'lineman', 'small', 'school', 'come', 'across', 'run', 'faster']"
8653,"['tire', 'line', 'wait', 'packag', 'arriv', 'mail', 'holiday', 'season', 'consid', 'give', 'gif']"
8654,"['son', 'end', 'game', 'winless', 'victori', 'leagu', 'champion']"
8655,"['realli', 'bother', 'sutton', 'saysw', 'done', 'talk', 'pitch', 'season']"
8656,"['chelsea', 'transfer', 'boost', 'bayern', 'munich', 'put', 'callum', 'hudsonodoi', 'pursuit', 'hold']"
8657,"['annoy', 'dunno', 'think', 'ever', 'watch', 'offic', 'watch', 'live']"
8658,"['geni', 'denial', 'abound', 'start']"
8659,"['manchest', 'derbi', 'fire', 'blank', 'newcastl', 'almiron', 'score', 'second', 'today']"
8660,"['arguement', 'seen', 'somewher', 'week', 'less', 'sub', 'think', 'good', 'player', 'need']"
8661,"['isaac', 'hayden', 'three', 'nufc', 'player', 'covid', 'play', 'today', 'steve', 'bruce', 'paid', 'tribut']"
8662,"['volleybal', 'spend', 'time', 'peopl', 'enjoy', 'sport', 'good', 'kind', 'fell']"
8663,"['hockey', 'sport', 'white', 'basketbal', 'sport', 'black', 'golf', 'sport', 'white', 'dress', 'like', 'black', 'pimp']"
8664,"['dont', 'want', 'sport', 'dont', 'realli', 'simpl', 'realli', 'want', 'hav']"
8665,"['peopl', 'name', 'extrem', 'sport', 'wash', 'loc']"
8666,"['busi', 'sport', 'go', 'shame', 'fan']"
8667,"['count', 'minut', 'sport']"
8668,"['issu', 'box', 'combat', 'sport', 'gener', 'poor', 'qualiti', 'judg', 'borderlin', 'robb']"
8669,"['row', 'personalis', 'word', 'print', 'free', 'pampp', 'sport', 'etsi', 'queenof', 'uksopro']"
8670,"['larg', 'multifunct', 'sport', 'free', 'ship', 'friend', 'would', 'love', 'sportfitzon']"
8671,"['lewi', 'brought', 'polot', 'car', 'zero', 'carbon']"
8672,"['heard', 'sport', 'everton', 'lucki', 'coleman', 'dign', 'forc', 'play', 'four', 'defend', 'benef']"
8673,"['sure', 'math', 'almost', 'entir', 'athlet', 'budget', 'everi', 'sport', 'tha']"
8674,"['good', 'sport', 'sunday', 'morn', 'footi', 'box', 'manchest', 'derbi', 'drab', 'affair']"
8675,"['delight', 'transistor', 'radio', 'bought', 'bing', 'bankstown']"
8676,"['fanci', 'pulev', 'know', 'sport', 'last', 'realist', 'chanc']"
8677,"['nottingham', 'forest', 'brentford', 'releg', 'battl', 'loom', 'forest']"
8678,"['live', 'sport', 'chelsea', 'pension', 'sunday', 'decemb', 'ranger', 'start', 'plenti', 'oth']"
8679,"['mfer', 'like', 'lefruad', 'final', 'without', 'kyri', 'whatev', 'reason', 'dont', 'realiz', 'team', 'spo']"
8680,"['box', 'would', 'love', 'much', 'sport', 'triathlon', 'cycl', 'next']"
8681,"['optu', 'sport', 'half', 'time', 'thing', 'think', 'schole', 'suggest', 'take', 'havertz', 'abraham', 'play', 'wer']"
8682,"['everyth', 'need', 'know', 'pick', 'winner', 'sevenrac', 'card']"
8683,"['gabriel', 'jesu', 'still', 'without', 'goal', 'sinc', 'liverpool', 'game']"
8684,"['climb', 'event', 'boulder', 'lead', 'speed', 'roster', 'expand', 'climber']"
8685,"['heart', 'player', 'rate', 'queen', 'south', 'striker', 'shine', 'convinc', 'championship', 'hmfc']"
8686,"['check', 'footbal', 'box', 'sale', 'gtgt', 'collect']"
8687,"['distract', 'citizen', 'bread', 'sport', 'decad', 'kept', 'divid', 'fight', 'anoth', 'instead', 'que']"
8688,"['follow', 'commun', 'colorado', 'depart', 'public', 'health', 'environ', 'announc', 'start']"
8689,"['fan', 'footbal', 'year', 'lufc', 'dalla', 'ayl', 'klich', 'kp', 'cast', 'vote']"
8690,"['honest', 'stuff', 'swfc', 'boss']"
8691,"['here', 'gunnar', 'solskjaer', 'manchest', 'derbi']"
8692,"['sunderland', 'head', 'coach', 'less', 'week', 'role', 'alreadi', 'address', 'finer', 'detail', 'safc']"
8693,"['late', 'great', 'celebr', 'agent', 'john', 'fordham', 'busi', 'deal', 'long', 'lunch', 'reveal']"
8694,"['favourit', 'golfer', 'talk', 'sport', 'colleagu']"
8695,"['profession', 'women', 'deal', 'time', 'joemr', 'epsteinsporta']"
8696,"['someon', 'posit', 'day', 'uncomfort', 'symptom', 'test']"
8697,"['heard', 'sport', 'everton', 'lucki', 'coleman', 'dign', 'forc', 'play', 'four', 'defend']"
8698,"['young', 'befriend', 'profession', 'footbal', 'player', 'player', 'injur', 'discov', 'dark']"
8699,"['nonspeedrunn', 'dont', 'decid', 'integr']"
8700,"['harri', 'kane', 'trademark', 'collis', 'part', 'footbal', 'say', 'gari', 'cahil']"
8701,"['box', 'anthoni', 'joshua', 'kubrat', 'pulev', 'live', 'onlinebox', 'glove', 'sport', 'dazn']"
8702,[]
8703,"['industri', 'need', 'ban', 'bangreyhoundrac', 'cruel', 'callou', 'sport', 'thrive', 'abus']"
8704,"['drive', 'without', 'glass', 'extrem', 'sport', 'town']"
8705,"['peopl', 'dont', 'think', 'throw', 'dart', 'adrenalin', 'sport', 'mount', 'board', 'ceil']"
8706,"['halftim', 'osprey', 'cast', 'parri', 'brace', 'osprey', 'command', 'liberti', 'stadium']"
8707,"['power', 'sport', 'drive', 'social', 'chang', 'slum', 'rural', 'commun', 'thank']"
8708,"['athlet', 'regardless', 'gender', 'sport', 'need', 'thing', 'sport', 'specif', 'train', 'utter']"
8709,"['proud', 'time', 'imagin']"
8710,"['twitter', 'mess', 'guy', 'fan', 'enjoy', 'sport', 'without', 'spread', 'rumour']"
8711,"['half', 'time', 'read']"
8712,['almighti']
8713,"['exactli', 'there', 'definit', 'factor', 'play', 'realli', 'show', 'psycholog', 'sport']"
8714,"['eat', 'pizza', 'roll', 'fresh', 'oven', 'olymp', 'sport']"
8715,"['kean', 'gari', 'nevil', 'slam', 'manchest', 'unit', 'citi', 'bore', 'stalem', 'mufc']"
8716,"['noth', 'come', 'cheap', 'anymor', 'sport', 'rich', 'gone', 'day', 'work']"
8717,"['clermont', 'seven', 'tri', 'prove', 'strong', 'bristol', 'minu', 'radradra', 'champion', 'guardian']"
8718,"['think', 'polit', 'today', 'think', 'close', 'relat', 'sport', 'rather', 'import', 'part']"
8719,"['watch', 'satan', 'sport', 'call', 'footbal', 'weekend', 'feel', 'good']"
8720,"['kean', 'launch', 'furiou', 'rant', 'hug', 'rival', 'drab', 'derbi', 'say', 'citi', 'titl', 'munm']"
8721,"['sport', 'separ', 'gender']"
8722,"['show', 'leadership', 'letharg', 'rate', 'sheffield', 'wednesday', 'limp', 'barnsley', 'defeat']"
8723,"['wrote', 'yearold', 'reign', 'british', 'breakdanc', 'champion', 'go', 'olymp', 'gold', 'comment']"
8724,"['box', 'biggest', 'name', 'tonight']"
8725,"['kendal', 'kj', 'jone', 'pour', 'first', 'district', 'dualsport', 'standout', 'tough', 'deer', 'meat']"
8726,"['joshua', 'ruiz', 'issu', 'offic', 'leav', 'furiou', 'box', 'fan', 'fan', 'stare', 'blue', 'screen']"
8727,"['best', 'game', 'year', 'play', 'shore', 'hudson', 'late', 'fall', 'taught']"
8728,"['today', 'compet', 'gridiron', 'make', 'mistak', 'stand', 'unit']"
8729,"['grate', 'abl', 'play', 'sport', 'love', 'much', 'thank', 'much']"
8730,"['athlet', 'stakehold', 'reject', 'januari', 'date', 'sport', 'festiv', 'guardian', 'nigeria', 'news', 'nigeria', 'world', 'news']"
8731,"['similar', 'ireland', 'year', 'tiffani', 'sport', 'council', 'recognis']"
8732,"['like', 'think', 'case', 'doth', 'protest', 'much', 'know']"
8733,"['hughi', 'furi', 'take', 'mariusz', 'wach', 'next', 'heavyweight', 'action', 'continu', 'follow', 'live', 'updat', 'joshuapulev']"
8734,"['would', 'love', 'everton']"
8735,"['combin', 'number']"
8736,"['snake', 'ecstasi', 'russian', 'synchron', 'swim', 'champion', 'charm', 'fan', 'underwat', 'routin', 'video', 'sport', 'news']"
8737,"['drive', 'amber', 'extrem', 'sport']"
8738,"['statist', 'famili']"
8739,"['come', 'want', 'back']"
8740,"['soccer', 'dumb', 'sport']"
8741,"['fact', 'tyson', 'furi', 'sold', 'vega', 'year', 'global', 'pandem', 'joshua', 'bare', 'donat', 'ticket']"
8742,"['case', 'miss', 'earlier', 'dcfc']"
8743,"['exclus', 'cokanasiga', 'famili', 'hell', 'year', 'admir', 'campaign', 'govern']"
8744,"['still', 'play', 'sport']"
8745,"['exactli', 'meet', 'criteria', 'compet', 'minor', 'leagu', 'well', 'elit', 'sport']"
8746,"['activ', 'hate', 'sport', 'somehow', 'keep', 'rose', 'lose', 'fuck', 'bullshit']"
8747,"['dont', 'escap', 'fool', 'babi', 'bronco', 'distinct', 'good', 'ford', 'bronco', 'sport', 'first', 'drive']"
8748,"['evech', 'mendi', 'ferdinand', 'neuer', 'agreement', 'chelsea', 'edouard', 'mendi']"
8749,"['adelina', 'sure', 'love', 'run', 'mouth', 'career', 'skater', 'impact', 'alway', 'time']"
8750,"['how', 'pictur', 'virgin', 'media', 'glitchi', 'night', 'aw']"
8751,"['believ', 'there', 'shortag', 'sport', 'journal', 'job', 'read', 'newspap', 'unit', 'state']"
8752,"['rugbi', 'brain', 'injuri', 'matt', 'dawson', 'say', 'rugbi', 'union', 'well', 'done', 'matt', 'total', 'agre']"
8753,"['half', 'time', 'real', 'madrid', 'atletico', 'madrid']"
8754,"['didnt', 'know', 'gaal', 'still', 'manag', 'team', 'eye']"
8755,"['realli', 'surpris', 'citi', 'look', 'like', 'team', 'bore']"
8756,"['pay', 'custom', 'right', 'tell', 'take', 'note']"
8757,"['although', 'time', 'short', 'privileg', 'take', 'part', 'amrynavi', 'rivalri']"
8758,"['acknowledg', 'physiolog', 'differ', 'absolut']"
8759,"['sport', 'alway', 'best', 'consum', 'report']"
8760,"['sport', 'celebr', 'except', 'achiev', 'within', 'categori', 'femal', 'sport', 'exist', 'inferior']"
8761,"['colleg', 'footbal', 'sport']"
8762,"['hughi', 'furi', 'time', 'furywach', 'joshuapulev']"
8763,"['poorest', 'halv', 'footbal', 'seen', 'chelsea', 'imagin']"
8764,"['former', 'akpabio', 'past', 'present', 'bro', 'truli', 'feel', 'pain', 'defend', 'bubu', 'extrem', 'sport', 'tell']"
8765,"['phenomen', 'perform', 'kilkenni', 'ireland', 'final', 'mani', 'year', 'heartbreak', 'deep']"
8766,"['joke', 'channel', 'espnbt', 'sport']"
8767,"['cyclingtact', 'work', 'fine', 'practic', 'sport']"
8768,"['live', 'sport', 'mark', 'chapman', 'buildsup', 'busi', 'footbal', 'ahead', 'southampton', 'manchest', 'citi']"
8769,"['footbal', 'dip', 'entertain', 'wise', 'covid', 'credit', 'rugbi', 'leagu', 'sport', 'that', 'held']"
8770,"['poorest', 'halv', 'footbal', 'seen', 'chelsea', 'imagin']"
8771,"['date', 'havent', 'coach', 'child', 'play', 'want', 'make', 'friend', 'run']"
8772,"['messi', 'bigger', 'sport']"
8773,"['actual', 'life', 'someth', 'journalist', 'sport', 'like', 'shou']"
8774,"['good', 'free', 'kick', 'that', 'thing', 'xhaka', 'brainer']"
8775,"['pretti', 'much', 'common', 'sens', 'goat', 'hisher', 'sport', 'would', 'even', 'fukk', 'beckett', 'grade', 'messi']"
8776,"['havertz', 'start', 'know', 'start', 'best', 'tough', 'chang', 'club', 'countri']"
8777,"['actual', 'supposedli', 'cheapest', 'explor', 'sport', 'countri', 'gear', 'mile', 'dad']"
8778,"['second', 'favourit', 'sport', 'play']"
8779,"['night', 'girl', 'smile', 'sport', 'ball', 'shape', 'balloon', 'kid', 'parti', 'decor']"
8780,"['kroo', 'perform', 'doesnt', 'even', 'surpris', 'anymor', 'routin', 'could', 'wor']"
8781,"['here', 'fan', 'say', 'evech']"
8782,"['would', 'steve', 'havent', 'seen', 'anynon', 'sport', 'singl']"
8783,"['explain', 'staff', 'asda', 'sport', 'citi', 'manchest', 'stop', 'peopl', 'enter']"
8784,"['dear', 'knutsford', 'footi', 'fan', 'watch', 'semi', 'final', 'manchest', 'unit', 'manchest', 'citi']"
8785,"['beach', 'sport', 'women', 'ombr', 'style', 'ultrathin', 'windbreak']"
8786,"['striker', 'left', 'wing', 'midfield', 'right', 'support', 'slowest', 'striker', 'histori', 'sport']"
8787,"['check', 'ad', 'closet', 'poshmark', 'jone', 'york', 'sport', 'button', 'long', 'sleev']"
8788,"['hadnt', 'score', 'dont', 'think', 'would', 'happi', 'goal', 'woke', 'brought']"
8789,"['love', 'sport', 'everyday', 'life']"
8790,"['shutdown', 'orlando', 'jaialai', 'fronton', 'guy', 'could']"
8791,"['halftim', 'great', 'half']"
8792,"['differ', 'testosteron', 'utero', 'infanc']"
8793,"['contact', 'sport', 'chimer']"
8794,"['counti', 'head', 'orient', 'leagu', 'leader', 'carri', 'hard', 'work', 'justin', 'edinburgh']"
8795,"['okay', 'women', 'play', 'man', 'sport', 'cant', 'play', 'woman', 'sport', 'tell', 'differ']"
8796,"['michael', 'phelp', 'talk', 'next', 'year', 'olymp', 'fair', 'sport', 'dope', 'cheat', 'need', 'priorit', 'dope', 'fraud']"
8797,"['stupidest', 'best', 'sport', 'alway']"
8798,"['interest', 'encourag', 'peopl', 'womenworthwatch', 'watchin']"
8799,"['could', 'play', 'sport', 'profession', 'would']"
8800,"['think', 'peopl', 'want', 'protect', 'albon', 'good', 'person', 'elit', 'sport', 'simpli']"
8801,"['math', 'doesnt', 'work', 'anybodi', 'follow', 'sport', 'tha']"
8802,"['use', 'drive', 'eye', 'shut', 'use', 'crossbow', 'mouth', 'harrow', 'life', 'stori']"
8803,"['groceri', 'shop', 'sport', 'day', 'like', 'hectic', 'pack', 'store']"
8804,"['anna', 'william', 'wallac', 'chapter', 'ad', 'meet', 'sherwin', 'year', 'suffer', 'asthma', 'str']"
8805,"['team', 'sport', 'kid', 'arent', 'talent', 'enough', 'domin', 'ball', 'domin', 'score', 'kid', 'need', 'grea']"
8806,"['want', 'sport', 'get', 'paid', 'cover', 'incred']"
8807,"['loung', 'podcast', 'genx', 'defin', 'race', 'cultur', 'backdrop', 'youth', 'race', 'tran']"
8808,"['impressionmoviemonsterhunt', 'stupid', 'reactionmoviemonsterhunt', 'loveit', 'watchmonsterhunt']"
8809,"['great', 'inning', 'mate', 'proud', 'work', 'share', 'mani', 'career', 'high', 'intern', 'game']"
8810,"['hashtag', 'smart', 'bracelet', 'heart', 'rate', 'monitor', 'blood', 'pressur', 'pedomet', 'sport', 'smart', 'watch', 'women', 'wristband']"
8811,"['feel', 'dirti', 'say', 'arent', 'begbi', 'right', 'tier', 'serv', 'alcohol']"
8812,"['pso', 'cover', 'women', 'sport', 'allow', 'level', 'well', 'doubl']"
8813,"['presid', 'founder', 'open', 'peac', 'sport', 'award', 'celebr', 'watch', 'vide']"
8814,"['differ', 'victim', 'target', 'think', 'twice', 'bout', 'run', 'slant', 'next', 'time', 'actual', 'senseless']"
8815,"['hell', 'kean', 'modern', 'world', 'world', 'uniti', 'footbal', 'sport', 'unit']"
8816,"['titl', 'orlando', 'pirat', 'coach', 'josef', 'zinnbauer', 'elat', 'triumph']"
8817,"['thing', 'alonso', 'giant', 'babi', 'rather', 'anyon', 'sport', 'level', 'entitl', 'nausiat']"
8818,"['content', 'destroy', 'pub', 'want', 'destroy', 'footbal', 'well', 'must', 'realli', 'despis', 'work', 'class']"
8819,"['tomorrow', 'insid', 'process', 'rugbi', 'face', 'biggest', 'legal', 'challeng', 'insidi', 'head', 'scienc']"
8820,"['sport', 'worst', 'comment', 'pundit', 'world', 'footbal', 'clown', 'evech']"
8821,"['name', 'peter', 'hatzogl', 'play', 'first', 'match', 'wicket', 'say', 'action', 'resembl']"
8822,"['first', 'father', 'play', 'profession', 'sport']"
8823,"['thankyou', 'nadin', 'achiev']"
8824,"['convict', 'fraudster', 'look', 'invest', 'grimsbi', 'town', 'spot', 'game']"
